Date,Risk-On_Probability,Late-Cycle_Probability,Transitional_Probability,Risk-Off_Probability,Post-Shock_Probability,Dominant_Regime,Confidence,Entropy,Uncertainty,Conformal_90_Set,CalibratedProxy_Risk-On_Probability,CalibratedProxy_Late-Cycle_Probability,CalibratedProxy_Transitional_Probability,CalibratedProxy_Risk-Off_Probability,CalibratedProxy_Post-Shock_Probability,CalibratedProxy_Dominant_Regime,CalibratedProxy_Confidence,CalibratedProxy_Entropy,CalibratedProxy_90_Set
2014-04-25,9.15256931903308e-19,2.370437943055873e-08,0.9999999762956204,0.0,3.382079649771232e-17,Transitional,0.9999999762956204,4.398945351664154e-07,2.733218422207556e-07,{Transitional},2.15430827087782e-07,5.804544923153427e-05,0.999941308258287,2.15430827087782e-07,2.15430827087782e-07,Transitional,0.999941308258287,0.0006348028195039587,{Transitional}
2014-04-28,2.7037245422729482e-21,7.805510135687017e-09,0.9999999921944897,0.0,2.714158848079837e-16,Transitional,0.9999999921944897,1.5352018384543204e-07,9.538745338318109e-08,{Transitional},2.1543658389243145e-07,3.1315879711948084e-05,0.9999680378105361,2.1543658389243145e-07,2.1543658389243145e-07,Transitional,0.9999680378105361,0.0003666719685900732,{Transitional}
2014-04-29,4.2229437590785493e-22,1.4553391901613647e-09,0.9999999985446584,0.0,2.30060843578718e-15,Transitional,0.9999999985446584,3.106668634854729e-08,1.9302817529358616e-08,{Transitional},2.154406761608851e-07,1.231771213304555e-05,0.9999870359658383,2.154406761608851e-07,2.154406761608851e-07,Transitional,0.9999870359658383,0.00016213059915484823,{Transitional}
2014-04-30,1.0601176195771692e-18,5.549498482417372e-09,0.9999999944505013,0.0,4.240984202246911e-16,Transitional,0.9999999944505013,1.1104102551316535e-07,6.899366832065478e-08,{Transitional},2.1543774834286976e-07,2.5909722783957203e-05,0.9999734439639709,2.1543774834286976e-07,2.1543774834286976e-07,Transitional,0.9999734439639709,0.0003101067614084714,{Transitional}
2014-05-01,2.9713183419103e-17,5.4600817690217835e-09,0.9999999945399182,0.0,9.530383937428189e-18,Transitional,0.9999999945399182,1.0934051804469674e-07,6.79370836240157e-08,{Transitional},2.1543779847877056e-07,2.56769627222021e-05,0.9999736767238823,2.1543779847877056e-07,2.1543779847877056e-07,Transitional,0.9999736767238823,0.00030764756729105466,{Transitional}
2014-05-02,5.725796530787142e-12,1.3020124542663324e-07,0.9999998697930288,0.0,1.0206271779422116e-19,Transitional,0.9999998697930288,2.1945868318345463e-06,1.3635734655433038e-06,{Transitional},5.679210129033617e-07,0.0001495274206673101,0.9998494738362103,2.1541105470652017e-07,2.1541105470652017e-07,Transitional,0.9998494738362103,0.0014823378124632686,{Transitional}
2014-05-05,1.181329130394522e-13,1.1191049440339028e-07,0.9999998880893874,0.0,7.212411234743916e-20,Transitional,0.9999998880893874,1.9031027110231685e-06,1.1824641984138002e-06,{Transitional},2.1541372658546074e-07,0.00013746799681078173,0.9998618857620094,2.1541372658546074e-07,2.1541372658546074e-07,Transitional,0.9998618857620094,0.0013704067965662602,{Transitional}
2014-05-06,2.1709277821132944e-14,1.050780057859076e-07,0.9999998949219724,0.0,6.893304573272645e-19,Transitional,0.9999998949219724,1.7935291615717232e-06,1.114382324235922e-06,{Transitional},2.1541474422502372e-07,0.0001327407342445881,0.9998666130215226,2.1541474422502372e-07,2.1541474422502372e-07,Transitional,0.9998666130215226,0.001328289873109285,{Transitional}
2014-05-07,1.9113550305203688e-16,7.27042119758311e-08,0.9999999272957878,0.0,7.392612038549484e-18,Transitional,0.9999999272957878,1.2677316425983949e-06,7.876859571930229e-07,{Transitional},2.1542003150014742e-07,0.00010818137914393291,0.9998911723607614,2.1542003150014742e-07,2.1542003150014742e-07,Transitional,0.9998911723607614,0.0011066222825590788,{Transitional}
2014-05-08,1.1374466069847648e-14,5.4663021994830894e-08,0.9999999453369668,0.0,1.7879048243624103e-18,Transitional,0.9999999453369668,9.68740683852601e-07,6.019124294067895e-07,{Transitional},2.1542344431652015e-07,9.233045723247862e-05,0.9999070232724344,2.1542344431652015e-07,2.1542344431652015e-07,Transitional,0.9999070232724344,0.000960655626275519,{Transitional}
2014-05-09,1.5213634799321484e-17,1.1630359408152025e-08,0.9999999883696404,0.0,5.281472824212053e-17,Transitional,0.9999999883696404,2.2411092182084506e-07,1.3924794494364908e-07,{Transitional},2.1543491114961563e-07,3.9082193903763335e-05,0.9999602715013626,2.1543491114961563e-07,2.1543491114961563e-07,Transitional,0.9999602715013626,0.00044632702983885887,{Transitional}
2014-05-12,2.437513905427149e-19,2.5023316928040065e-08,0.9999999749766828,0.0,2.9568152702994823e-16,Transitional,0.9999999749766828,4.630158962077735e-07,2.8768795157031695e-07,{Transitional},2.1543044535776622e-07,5.981801683107969e-05,0.9999395356918327,2.1543044535776622e-07,2.1543044535776622e-07,Transitional,0.9999395356918327,0.0006520660309333413,{Transitional}
2014-05-13,2.5831608520607955e-11,3.583463200624235e-06,0.9999964165109676,0.0,2.89184940149518e-19,Transitional,0.9999964165109676,4.851780253456257e-05,3.014580566278861e-05,{Transitional},1.3105469455435192e-06,0.0009423308627749036,0.9990559281092727,2.1524050338706032e-07,2.1524050338706032e-07,Transitional,0.9990559281092727,0.007533350432029917,{Transitional}
2014-05-14,6.103114138724698e-10,4.719381214183356e-06,0.9999952800084744,0.0,1.3771675852434392e-19,Transitional,0.9999952800084744,6.261062883619689e-05,3.8902170970674536e-05,{Transitional},7.592459978603273e-06,0.0010979127449534264,0.9988940643835345,2.1520576671440545e-07,2.1520576671440545e-07,Transitional,0.9988940643835345,0.008682989560514852,{Transitional}
2014-05-15,2.991190918488485e-10,5.811559307527626e-06,0.9999941881415734,0.0,7.720262027193285e-20,Transitional,0.9999941881415734,7.588059088544277e-05,4.714726197215126e-05,{Transitional},5.108174840491196e-06,0.0012323587844005517,0.9987621026858251,2.1517746687965803e-07,2.1517746687965803e-07,Transitional,0.9987621026858251,0.009561335062220653,{Transitional}
2014-05-16,5.436562937432377e-07,2.1818941643705847e-05,0.9999776374020626,0.0,1.9747168635438068e-21,Transitional,0.9999776374020626,0.0002643814139772,0.0001642694085523,{Transitional},0.0003298910360583397,0.0025657184252379193,0.9971039608942933,2.1482220518437278e-07,2.1482220518437278e-07,Transitional,0.9971039608942933,0.020848927651229813,{Transitional}
2014-05-19,4.890644480336214e-12,9.28519072788807e-05,0.9999071480878304,0.0,4.645221475896244e-18,Transitional,0.9999071480878304,0.0009549316979734,0.0005933324240692,{Transitional},5.174222320900472e-07,0.005720241740226706,0.9942788123936867,2.1422192723514132e-07,2.1422192723514132e-07,Transitional,0.9942788123936867,0.035256724157583755,{Transitional}
2014-05-20,3.2155526012457124e-12,2.664500602462061e-06,0.999997335496182,0.0,2.1600869171257245e-18,Transitional,0.999997335496182,3.686476374454584e-05,2.2905365568772938e-05,{Transitional},4.1190301046114257e-07,0.0007994160390066896,0.9991997415152283,2.1527137720121113e-07,2.1527137720121113e-07,Transitional,0.9991997415152283,0.006513742247269725,{Transitional}
2014-05-21,5.489581203358019e-11,4.771509856767348e-06,0.9999952284352476,0.0,7.046369323139323e-19,Transitional,0.9999952284352476,6.32374312376493e-05,3.929162519976278e-05,{Transitional},1.9918842828504455e-06,0.0011046324013735088,0.99889294530328,2.1520553178129456e-07,2.1520553178129456e-07,Transitional,0.99889294530328,0.008659800985877288,{Transitional}
2014-05-22,6.109597915483203e-11,7.346484313855294e-06,0.99999265345459,0.0,4.378965612879076e-19,Transitional,0.99999265345459,9.419286420770364e-05,5.852531711847595e-05,{Transitional},2.1132616771947777e-06,0.0014035008528574483,0.9985939556026172,2.151414240033223e-07,2.151414240033223e-07,Transitional,0.9985939556026172,0.010658571843594873,{Transitional}
2014-05-23,2.8411710856428044e-10,8.575261316096894e-06,0.9999914244545668,0.0,8.175216681995976e-19,Transitional,0.9999914244545668,0.0001086261441583,6.749321817210187e-05,{Transitional},4.962751349489338e-06,0.0015292289227886485,0.9984653780981226,2.1511386958274935e-07,2.1511386958274935e-07,Transitional,0.9984653780981226,0.011514639799607701,{Transitional}
2014-05-26,4.34117062730255e-10,8.57799744251222e-06,0.9999914215684405,0.0,4.399665449109198e-19,Transitional,0.9999914215684405,0.0001086613282784,6.751507929503005e-05,{Transitional},6.280653950342066e-06,0.0015294975502773986,0.9984637915687158,2.1511352811863857e-07,2.1511352811863857e-07,Transitional,0.9984637915687158,0.01153231382894239,{Transitional}
2014-05-27,1.0899260022699938e-10,1.1919532261146583e-06,0.9999988079377812,0.0,1.2546757870785256e-18,Transitional,0.9999988079377812,1.745270212100661e-05,1.084397353024404e-05,{Transitional},2.917408311896905e-06,0.0005114574972906758,0.999485194428997,2.1533270011068953e-07,2.1533270011068953e-07,Transitional,0.999485194428997,0.0044344168084345555,{Transitional}
2014-05-28,1.691503961338547e-13,1.4650340845559197e-07,0.9999998534964224,0.0,1.008717217391228e-16,Transitional,0.9999998534964224,2.451915664783645e-06,1.5234608591240333e-06,{Transitional},2.1540895095029875e-07,0.00015965375983666562,0.9998397000133104,2.1540895095029875e-07,2.1540895095029875e-07,Transitional,0.9998397000133104,0.0015659806737694634,{Transitional}
2014-05-29,2.8587161407508404e-14,7.145377399179401e-08,0.999999928546197,0.0,3.966842067796286e-16,Transitional,0.999999928546197,1.2471683684720476e-06,7.749092766093975e-07,{Transitional},2.154202548825028e-07,0.00010714383487221882,0.9998922099043629,2.154202548825028e-07,2.154202548825028e-07,Transitional,0.9998922099043629,0.0010971428694352388,{Transitional}
2014-05-30,3.5496283067319893e-19,7.09218572762508e-08,0.9999999290781166,6.36710646401102e-21,2.609464216692591e-14,Transitional,0.9999999290781166,1.2384140290775165e-06,7.694698997145839e-07,{Transitional},2.154203504325902e-07,0.00010670003490539524,0.9998926537040432,2.154203504325902e-07,2.154203504325902e-07,Transitional,0.9998926537040432,0.001093085075506535,{Transitional}
2014-06-02,8.423850882332234e-16,3.5931699268520363e-08,0.9999999640682998,4.546415999132701e-22,6.949045406624692e-17,Transitional,0.9999999640682998,6.518581917506904e-07,4.050222669135621e-07,{Transitional},2.1542757771661136e-07,7.313449617796716e-05,0.9999262192210888,2.1542757771661136e-07,2.1542757771661136e-07,Transitional,0.9999262192210888,0.0007801741007930901,{Transitional}
2014-06-03,1.2855449639131521e-18,5.0487695359566956e-08,0.9999999495123024,1.7583959810906893e-22,2.1449687116289604e-15,Transitional,0.9999999495123024,8.98756596085126e-07,5.584288708135713e-07,{Transitional},2.154243027383732e-07,8.83436940659511e-05,0.9999110100330256,2.154243027383732e-07,2.154243027383732e-07,Transitional,0.9999110100330256,0.0009235311154762557,{Transitional}
2014-06-04,4.949328887903633e-15,1.7965088445036293e-08,0.9999999820349064,1.629354261200492e-24,1.4510794296654706e-16,Transitional,0.9999999820349064,3.3836763119067205e-07,2.102396299829471e-07,{Transitional},2.154326113730839e-07,4.976033692302321e-05,0.9999495933652427,2.154326113730839e-07,2.154326113730839e-07,Transitional,0.9999495933652427,0.000553366395383799,{Transitional}
2014-06-05,1.8567290619869328e-21,5.010873104077946e-09,0.999999994988848,9.40215812219328e-23,2.7889199211144293e-13,Transitional,0.999999994988848,1.0078287096796458e-07,6.26199185376101e-08,{Transitional},2.154380560785487e-07,2.448104029996044e-05,0.9999748726455316,2.154380560785487e-07,2.154380560785487e-07,Transitional,0.9999748726455316,0.0002949785167390557,{Transitional}
2014-06-06,4.7516326017601164e-20,2.0870730670893887e-10,0.9999999997910576,1.436079357712282e-25,2.35050784735181e-13,Transitional,0.9999999997910576,4.8654941952447475e-09,3.0231015174025662e-09,{Transitional},2.154424275941377e-07,4.187581416822846e-06,0.9999951660913002,2.154424275941377e-07,2.154424275941377e-07,Transitional,0.9999951660913002,6.661182777635831e-05,{Transitional}
2014-06-09,8.332139523464809e-16,2.7251342921403583e-09,0.9999999972748606,6.649366609842301e-24,4.3408245376617044e-15,Transitional,0.9999999972748606,5.6464969585455955e-08,3.5083658182289744e-08,{Transitional},2.1543956991278478e-07,1.745316970801711e-05,0.9999819005115821,2.1543956991278478e-07,2.1543956991278478e-07,Transitional,0.9999819005115821,0.00021923743039526985,{Transitional}
2014-06-10,3.776367528835429e-13,1.6056852271499744e-08,0.9999999839427698,5.949581085828049e-22,2.84354500926884e-16,Transitional,0.9999999839427698,3.0423996894571495e-07,1.8903492119530415e-07,{Transitional},2.1543325948970006e-07,4.675098428643799e-05,0.999952602715935,2.1543325948970006e-07,2.1543325948970006e-07,Transitional,0.999952602715935,0.0005234561365141297,{Transitional}
2014-06-11,7.226201677097814e-15,1.1440578986818094e-08,0.9999999885594127,5.556484535186555e-23,9.18887814196975e-16,Transitional,0.9999999885594127,2.2064237488258187e-07,1.3709281555874633e-07,{Transitional},2.1543498773335705e-07,3.87266180123806e-05,0.9999606270770243,2.1543498773335705e-07,2.1543498773335705e-07,Transitional,0.9999606270770243,0.00044271638527555577,{Transitional}
2014-06-12,1.8512357120259197e-13,1.8474954704113717e-08,0.99999998152486,8.689945209781813e-24,1.2519840846578772e-16,Transitional,0.99999998152486,3.474589709036348e-07,2.1588839694856e-07,{Transitional},2.1543244346164499e-07,5.053999662339235e-05,0.999948813706046,2.1543244346164499e-07,2.1543244346164499e-07,Transitional,0.999948813706046,0.0005610853679654463,{Transitional}
2014-06-13,4.113259984467656e-12,1.161256871734704e-07,0.9999998838701996,1.1244146393580525e-22,1.1578361512892261e-17,Transitional,0.9999998838701996,1.9705985385189494e-06,1.2244017139739382e-06,{Transitional},4.7259220921246365e-07,0.00014032048532618116,0.9998587760963502,2.1541305713318883e-07,2.1541305713318883e-07,Transitional,0.9998587760963502,0.0013995753648652406,{Transitional}
2014-06-16,1.038367465207061e-12,2.499623108061401e-07,0.9999997500366508,1.6364012096702722e-24,5.4363289729206775e-18,Transitional,0.9999997500366508,4.049905242206889e-06,2.5163476086392463e-06,{Transitional},2.1994988442799904e-07,0.000214812224759097,0.9997845370311986,2.1539707882562493e-07,2.1539707882562493e-07,Transitional,0.9997845370311986,0.002039674128902193,{Transitional}
2014-06-17,3.390546830945527e-11,3.835928027564032e-07,0.9999996163732916,3.957440083122219e-24,1.3743828254632384e-18,Transitional,0.9999996163732916,6.0515199744158434e-06,3.760020767289852e-06,{Transitional},1.5253309235281467e-06,0.0002724987191951923,0.9997255451811105,2.153843854089277e-07,2.153843854089277e-07,Transitional,0.9997255451811105,0.002538094897089934,{Transitional}
2014-06-18,6.013843500045715e-10,2.449009723768072e-06,0.9999975503888918,3.5714311214540653e-23,3.3155639604081186e-18,Transitional,0.9999975503888918,3.410315505902603e-05,2.118948161687624e-05,{Transitional},7.533077528121945e-06,0.0007628483440566627,0.999229188023024,2.1527769556743146e-07,2.1527769556743146e-07,Transitional,0.999229188023024,0.00634205585615094,{Transitional}
2014-06-19,8.220778991834102e-10,6.18831603643442e-06,0.9999938108618855,5.607823144367127e-23,2.7321498481548026e-18,Transitional,0.9999938108618855,8.042184400422185e-05,4.99689011815265e-05,{Transitional},8.957200579268519e-06,0.00127606274207717,0.9987145497228095,2.1516726697055303e-07,2.1516726697055303e-07,Transitional,0.9987145497228095,0.009898991564600557,{Transitional}
2014-06-20,3.304894062334665e-11,3.385999015619712e-06,0.9999966139679354,6.518971876801835e-24,8.621811094347703e-18,Transitional,0.9999966139679354,4.6036395778113866e-05,2.860402095815477e-05,{Transitional},1.5028407653446312e-06,0.0009131462656692723,0.9990849204001134,2.152467259869217e-07,2.152467259869217e-07,Transitional,0.9990849204001134,0.0073321784968174335,{Transitional}
2014-06-23,2.4973819341559754e-11,1.0160587072745783e-05,0.9999898393879534,2.184905068444344e-22,1.5517199949901268e-17,Transitional,0.9999898393879534,0.0001269773791509,7.889548156531681e-05,{Transitional},1.2852431546916243e-06,0.0016801088933559364,0.9983181756987992,2.1508234503770633e-07,2.1508234503770633e-07,Transitional,0.9983181756987992,0.012438489105449656,{Transitional}
2014-06-24,5.788107911358611e-12,5.551053604561508e-06,0.9999944489406072,4.946563915229709e-22,6.954250461310689e-17,Transitional,0.9999944489406072,7.272739264630841e-05,4.518806975058523e-05,{Transitional},5.70746974206455e-07,0.0012013993608578492,0.9987975995220013,2.1518508328788356e-07,2.1518508328788356e-07,Transitional,0.9987975995220013,0.009295021082222429,{Transitional}
2014-06-25,4.891264387712503e-13,1.7481434073025422e-05,0.9999825185654376,8.68824560179551e-22,9.273668478890696e-17,Transitional,0.9999825185654376,0.0002089794101595,0.0001298462081358,{Transitional},2.1495638534808692e-07,0.002269887174041762,0.9977294679568021,2.1495638534808692e-07,2.1495638534808692e-07,Transitional,0.9977294679568021,0.01609698320147479,{Transitional}
2014-06-26,6.462841606986492e-09,1.430281373683978e-05,0.9999856907234216,1.2787168158213739e-20,5.48179706562215e-19,Transitional,0.9999856907234216,0.0001739797057991,0.0001080996691173,{Transitional},2.814125257290541e-05,0.0020308396314954666,0.9979405891129485,2.1500149155846268e-07,2.1500149155846268e-07,Transitional,0.9979405891129485,0.014948558497093253,{Transitional}
2014-06-27,2.9193759240760973e-07,1.0655948559585026e-05,0.999989052113848,3.1097723776259466e-18,1.9488069630170328e-19,Transitional,0.999989052113848,0.0001373446632063,8.53370373254004e-05,{Transitional},0.0002337527142855433,0.0017246551510102545,0.9980411620891881,2.1502275797424679e-07,2.1502275797424679e-07,Transitional,0.9980411620891881,0.014891496438542557,{Transitional}
2014-06-30,6.011860303549313e-09,3.3003905261364383e-06,0.9999966935976136,2.3338250784818107e-20,1.8651778283117143e-18,Transitional,0.9999966935976136,4.5075974826154e-05,2.80072778688191e-05,{Transitional},2.706327897043021e-05,0.0009002356775655222,0.9990722705554818,2.152439911332366e-07,2.152439911332366e-07,Transitional,0.9990722705554818,0.0075317624504753315,{Transitional}
2014-07-01,6.9429433053937675e-09,3.904191448045148e-06,0.9999960888656086,3.577696737824717e-19,5.741604321297785e-19,Transitional,0.9999960888656086,5.266224213393442e-05,3.272089077005058e-05,{Transitional},2.931452453758559e-05,0.0009882200946379636,0.998982034931579,2.1522462272927676e-07,2.1522462272927676e-07,Transitional,0.998982034931579,0.00816811588540346,{Transitional}
2014-07-02,2.9896966019686345e-08,3.5252991856836664e-06,0.9999964448038484,1.7269430551303985e-18,1.821023711400221e-18,Transitional,0.9999964448038484,4.83352204263509e-05,3.003236102053115e-05,{Transitional},6.597191988573475e-05,0.0009337502118928535,0.9989998474113858,2.152284177598799e-07,2.152284177598799e-07,Transitional,0.9989998474113858,0.008155447805730968,{Transitional}
2014-07-03,2.535628204664333e-09,2.342944061081028e-06,0.9999976545203108,7.404465879454462e-19,3.670319933257883e-18,Transitional,0.9999976545203108,3.2769827612055525e-05,2.036103869486628e-05,{Transitional},1.675566649201999e-05,0.0007443199805818293,0.99923849379355,2.1527968798351387e-07,2.1527968798351387e-07,Transitional,0.99923849379355,0.006313450364897938,{Transitional}
2014-07-04,5.60256172152279e-13,1.6319661955061297e-07,0.9999998368028178,1.569693344087797e-19,2.3519657073374038e-15,Transitional,0.9999998368028178,2.713697844069005e-06,1.6861152723591752e-06,{Transitional},2.1540682824330087e-07,0.00016951577114923544,0.9998298380083659,2.1540682824330087e-07,2.1540682824330087e-07,Transitional,0.9998298380083659,0.0016518991012921729,{Transitional}
2014-07-07,2.161429235405925e-13,2.960829542828912e-08,0.9999999703914868,1.3976186907424222e-20,1.4828639072481308e-15,Transitional,0.9999999703914868,5.428785400256256e-07,3.373094021406397e-07,{Transitional},2.154291833088092e-07,6.56784800444642e-05,0.9999336752324055,2.154291833088092e-07,2.154291833088092e-07,Transitional,0.9999336752324055,0.0007087758010899477,{Transitional}
2014-07-08,3.586927133931051e-12,4.190830614809615e-08,0.9999999580881068,1.0424809579186723e-20,2.606401047421298e-16,Transitional,0.9999999580881068,7.539327065881667e-07,4.684447289103096e-07,{Transitional},4.3800348444903447e-07,7.966047156316367e-05,0.9999194706727033,2.1542612450162401e-07,2.1542612450162401e-07,Transitional,0.9999194706727033,0.0008453673516663005,{Transitional}
2014-07-09,6.5097039854015816e-15,5.0839144551185246e-08,0.9999999491608303,9.430908050363652e-21,1.8425306915933188e-14,Transitional,0.9999999491608303,9.046609141573288e-07,5.620974298965825e-07,{Transitional},2.1542422929445006e-07,8.868478601527033e-05,0.9999106689412968,2.1542422929445006e-07,2.1542422929445006e-07,Transitional,0.9999106689412968,0.0009267142703606711,{Transitional}
2014-07-10,4.285523798312079e-14,5.540622915360077e-08,0.9999999445937204,2.265275109008565e-21,7.670762251213341e-15,Transitional,0.9999999445937204,9.811647417418987e-07,6.096319306024011e-07,{Transitional},2.1542329461788956e-07,9.302571002860432e-05,0.9999063280200873,2.1542329461788956e-07,2.1542329461788956e-07,Transitional,0.9999063280200873,0.0009671119367679502,{Transitional}
2014-07-11,2.316448612674735e-17,7.734008117777176e-09,0.9999999922659296,1.719610565786962e-21,6.217619735518466e-14,Transitional,0.9999999922659296,1.521867938304379e-07,9.455897158547229e-08,{Transitional},2.154366182884193e-07,3.1156187888899986e-05,0.9999681975022562,2.154366182884193e-07,2.154366182884193e-07,Transitional,0.9999681975022562,0.00036501534198802086,{Transitional}
2014-07-14,1.383725053861441e-15,6.312180654444199e-09,0.9999999936877992,6.062293395443356e-21,1.867743503061221e-14,Transitional,0.9999999936877992,1.2548967830772216e-07,7.797112105923527e-08,{Transitional},2.1543733446713977e-07,2.7831188697703454e-05,0.9999715224992988,2.1543733446713977e-07,2.1543733446713977e-07,Transitional,0.9999715224992988,0.00033032953470185487,{Transitional}
2014-07-15,9.149500606159392e-19,3.5560708416532207e-09,0.9999999964433044,8.826283281187205e-21,6.246349422675069e-13,Transitional,0.9999999964433044,7.2753621778423e-08,4.520436682667121e-08,{Transitional},2.1543897086227086e-07,2.0234179643050493e-05,0.9999791195034442,2.1543897086227086e-07,2.1543897086227086e-07,Transitional,0.9999791195034442,0.00024949541048513115,{Transitional}
2014-07-16,5.019310696140981e-15,2.996797729881266e-08,0.9999999700320124,2.830244432967211e-20,5.275475482394465e-15,Transitional,0.9999999700320124,5.491056314807485e-07,3.411785116024052e-07,{Transitional},2.154290881176351e-07,6.612051830815772e-05,0.9999332331944274,2.154290881176351e-07,2.154290881176351e-07,Transitional,0.9999332331944274,0.000713031438331859,{Transitional}
2014-07-17,3.1111770082204314e-14,2.6204552967375472e-08,0.9999999737954146,1.4749958890644336e-20,1.256824816650949e-15,Transitional,0.9999999737954146,4.836650769714784e-07,3.005180089488432e-07,{Transitional},2.154301110118777e-07,6.137057017467286e-05,0.9999379831394922,2.154301110118777e-07,2.154301110118777e-07,Transitional,0.9999379831394922,0.0006671432894807246,{Transitional}
2014-07-18,9.520490035405808e-11,2.198282774283314e-07,0.9999997800765176,1.183153044993928e-18,5.343273729232665e-17,Transitional,0.9999997800765176,3.5921769516412578e-06,2.231945031174567e-06,{Transitional},2.7070751744757384e-06,0.00020001812237618289,0.9997968440029958,2.15399726687923e-07,2.15399726687923e-07,Transitional,0.9997968440029958,0.001948027058764985,{Transitional}
2014-07-21,2.4666866782144323e-15,1.2803799467651717e-07,0.9999998719619966,9.555232536165812e-20,6.254389135934711e-15,Transitional,0.9999998719619966,2.1601194116747804e-06,1.342157653293897e-06,{Transitional},2.1541142879775957e-07,0.0001481423471063609,0.9998512114186072,2.1541142879775957e-07,2.1541142879775957e-07,Transitional,0.9998512114186072,0.0014649186555984013,{Transitional}
2014-07-22,5.3736137801727095e-15,1.5518091574938637e-08,0.9999999844819,1.2612362632292375e-20,2.9946434131470887e-15,Transitional,0.9999999844819,2.9455115941314225e-07,1.8301492535842254e-07,{Transitional},2.1543344859249648e-07,4.587294679569196e-05,0.9999534807528584,2.1543344859249648e-07,2.1543344859249648e-07,Transitional,0.9999534807528584,0.0005146932623907316,{Transitional}
2014-07-23,3.659409776032177e-17,1.0633476840972137e-08,0.9999999893664844,1.2882491351808184e-20,3.871213699881306e-14,Transitional,0.9999999893664844,2.058553361853079e-07,1.2790511183744518e-07,{Transitional},2.154353199350642e-07,3.718422493524714e-05,0.9999621694691049,2.154353199350642e-07,2.154353199350642e-07,Transitional,0.9999621694691049,0.00042701618336947754,{Transitional}
2014-07-24,5.906467512434959e-20,1.2785428991358782e-09,0.99999999872003,1.0429036134344563e-20,1.4270664794033896e-12,Transitional,0.99999999872003,2.749755583514817e-08,1.708519205538106e-08,{Transitional},2.1544085024152638e-07,1.146254361921525e-05,0.9999878440740256,2.1544085024152638e-07,2.625006544476812e-07,Transitional,0.9999878440740256,0.0001531505847812461,{Transitional}
2014-07-25,1.885133614729285e-14,8.087644425588382e-08,0.9999999191235132,8.144272105341564e-18,2.36153566721068e-14,Transitional,0.9999999191235132,1.4016157498375349e-06,8.70872830203026e-07,{Transitional},2.1541861171432014e-07,0.0001147759848080131,0.9998845777593568,2.1541861171432014e-07,2.1541861171432014e-07,Transitional,0.9998845777593568,0.0011666444113892615,{Transitional}
2014-07-28,1.667060994020943e-13,1.339492015111602e-07,0.9999998660506288,2.214640711482328e-19,3.08124599721956e-15,Transitional,0.9999998660506288,2.253805998095468e-06,1.400368402336708e-06,{Transitional},2.1541061923501386e-07,0.00015190329026102794,0.9998474504778813,2.1541061923501386e-07,2.1541061923501386e-07,Transitional,0.9998474504778813,0.0014980322133676049,{Transitional}
2014-07-29,1.7153354136958318e-17,1.8840509572127182e-08,0.999999981159108,8.051961125034749e-21,3.824850597903359e-13,Transitional,0.999999981159108,3.5397031372878695e-07,2.1993412171672114e-07,{Transitional},2.1543232434088614e-07,5.109310974445696e-05,0.9999482605932825,2.1543232434088614e-07,2.1543232434088614e-07,Transitional,0.9999482605932825,0.0005665541256938156,{Transitional}
2014-07-30,5.4947484526235225e-17,1.0080831631013369e-08,0.9999999899191124,8.157148237977765e-21,5.5732500903485384e-14,Transitional,0.9999999899191124,1.9569504958725403e-07,1.2159217082893646e-07,{Transitional},2.1543555390885716e-07,3.6097907090511865e-05,0.9999632557862476,2.1543555390885716e-07,2.1543555390885716e-07,Transitional,0.9999632557862476,0.00041592017404488356,{Transitional}
2014-07-31,2.246106092897601e-20,1.6227140740647947e-09,0.9999999983701272,2.2425953212305855e-20,7.1587735513231536e-12,Transitional,0.9999999983701272,3.4653029604721794e-08,2.1531137881742104e-08,{Transitional},2.1544041861353575e-07,1.3085639862167199e-05,0.9999858404399778,2.1544041861353575e-07,6.430393227151136e-07,Transitional,0.9999858404399778,0.00017707644712871323,{Transitional}
2014-08-01,8.988974994794692e-20,1.325177207802313e-09,0.9999999986743896,6.74009544322609e-22,4.331132129773553e-13,Transitional,0.9999999986743896,2.8424323155439798e-08,1.7661024967686444e-08,{Transitional},2.1544081074314507e-07,1.1692964142888752e-05,0.9999876607134247,2.1544081074314507e-07,2.1544081074314507e-07,Transitional,0.9999876607134247,0.00015505204858321526,{Transitional}
2014-08-04,9.659778832758862e-18,2.6136471136762914e-09,0.9999999973862576,1.764012829532937e-22,9.532627726791992e-14,Transitional,0.9999999973862576,5.4266619547307976e-08,3.3717746505197955e-08,{Transitional},2.1543965615240357e-07,1.7052818712161033e-05,0.9999823008623193,2.1543965615240357e-07,2.1543965615240357e-07,Transitional,0.9999823008623193,0.00021484657305353673,{Transitional}
2014-08-05,1.836562379470835e-21,7.571777664246006e-10,0.9999999992286596,9.11505620881347e-23,1.4162775157529334e-11,Transitional,0.9999999992286596,1.7023977404245627e-08,1.0577591886411268e-08,{Transitional},2.1544132793826427e-07,8.568077380715974e-06,0.9999900616284378,2.1544132793826427e-07,9.394115257183174e-07,Transitional,0.9999900616284378,0.0001295575410203201,{Transitional}
